Date,Open,High,Low,Close,Adj Close,Volume
2019-11-26,28080.750000,28146.019531,28042.210938,28121.679688,28121.679688,324050000
2019-11-27,28156.470703,28174.970703,28075.230469,28164.000000,28164.000000,198210000
2019-11-29,28103.160156,28119.509766,28042.529297,28051.410156,28051.410156,120630000
2019-12-02,28109.740234,28109.839844,27782.349609,27783.039063,27783.039063,236610000
2019-12-03,27501.980469,27524.740234,27325.130859,27502.810547,27502.810547,275350000
2019-12-04,27634.630859,27727.449219,27612.080078,27649.779297,27649.779297,218200000
2019-12-05,27736.050781,27745.199219,27562.800781,27677.789063,27677.789063,208600000
2019-12-06,27839.679688,28035.849609,27839.679688,28015.060547,28015.060547,223310000
2019-12-09,27987.050781,28010.419922,27906.140625,27909.599609,27909.599609,217000000
2019-12-10,27900.650391,27949.019531,27804.000000,27881.720703,27881.720703,213250000
2019-12-11,27867.310547,27925.500000,27801.800781,27911.300781,27911.300781,213510000
2019-12-12,27898.339844,28224.949219,27859.869141,28132.050781,28132.050781,277740000
2019-12-13,28123.640625,28290.730469,28028.320313,28135.380859,28135.380859,250660000
2019-12-16,28191.669922,28337.490234,28191.669922,28235.890625,28235.890625,286770000
2019-12-17,28221.750000,28328.630859,28220.560547,28267.160156,28267.160156,286770000
2019-12-18,28291.439453,28323.250000,28239.279297,28239.279297,28239.279297,289890000
2019-12-19,28278.310547,28381.480469,28278.240234,28376.960938,28376.960938,262570000
2019-12-20,28608.640625,28608.640625,28445.599609,28455.089844,28455.089844,603780000
2019-12-23,28491.779297,28582.490234,28491.779297,28551.529297,28551.529297,223530000
2019-12-24,28572.570313,28576.800781,28503.210938,28515.449219,28515.449219,86150000
2019-12-26,28539.460938,28624.099609,28535.150391,28621.390625,28621.390625,155970000
2019-12-27,28675.339844,28701.660156,28608.980469,28645.259766,28645.259766,182280000
2019-12-30,28654.759766,28664.689453,28428.980469,28462.140625,28462.140625,181600000
2019-12-31,28414.640625,28547.349609,28376.490234,28538.439453,28538.439453,193340000
2020-01-02,28638.970703,28872.800781,28627.769531,28868.800781,28868.800781,251820000
2020-01-03,28553.330078,28716.310547,28500.359375,28634.880859,28634.880859,239590000
2020-01-06,28465.500000,28708.019531,28418.630859,28703.380859,28703.380859,252760000
2020-01-07,28639.179688,28685.500000,28565.279297,28583.679688,28583.679688,258900000
2020-01-08,28556.140625,28866.179688,28522.509766,28745.089844,28745.089844,291750000
2020-01-09,28851.970703,28988.009766,28844.310547,28956.900391,28956.900391,275060000
2020-01-10,28977.519531,29009.070313,28789.099609,28823.769531,28823.769531,237830000
2020-01-13,28869.009766,28909.910156,28819.429688,28907.050781,28907.050781,249830000
2020-01-14,28895.500000,29054.160156,28872.269531,28939.669922,28939.669922,287440000
2020-01-15,28901.800781,29127.589844,28897.349609,29030.220703,29030.220703,260270000
2020-01-16,29131.949219,29300.320313,29131.949219,29297.640625,29297.640625,252110000
2020-01-17,29313.310547,29373.619141,29289.910156,29348.099609,29348.099609,321820000
2020-01-21,29269.050781,29341.210938,29146.470703,29196.039063,29196.039063,320640000
2020-01-22,29263.630859,29320.199219,29172.259766,29186.269531,29186.269531,283440000
2020-01-23,29111.019531,29190.470703,28966.980469,29160.089844,29160.089844,307060000
2020-01-24,29230.390625,29288.789063,28843.310547,28989.730469,28989.730469,380010000
2020-01-27,28542.490234,28671.789063,28440.470703,28535.800781,28535.800781,337270000
2020-01-28,28594.279297,28823.230469,28575.750000,28722.849609,28722.849609,330140000
2020-01-29,28820.529297,28944.240234,28728.189453,28734.449219,28734.449219,302290000
2020-01-30,28640.160156,28879.710938,28489.759766,28859.439453,28859.439453,326850000
2020-01-31,28813.039063,28813.039063,28169.529297,28256.029297,28256.029297,403890000
2020-02-03,28319.650391,28630.390625,28319.650391,28399.810547,28399.810547,307910000
2020-02-04,28696.740234,28904.880859,28696.740234,28807.630859,28807.630859,332750000
2020-02-05,29048.730469,29308.890625,29000.849609,29290.849609,29290.849609,357540000
2020-02-06,29388.580078,29408.050781,29246.929688,29379.769531,29379.769531,263700000
2020-02-07,29286.919922,29286.919922,29056.980469,29102.509766,29102.509766,252860000
2020-02-10,28995.660156,29278.070313,28995.660156,29276.820313,29276.820313,250510000
2020-02-11,29390.710938,29415.390625,29210.470703,29276.339844,29276.339844,279540000
2020-02-12,29406.750000,29568.570313,29406.750000,29551.419922,29551.419922,309530000
2020-02-13,29436.029297,29535.400391,29345.929688,29423.310547,29423.310547,291150000
2020-02-14,29440.470703,29463.039063,29283.179688,29398.080078,29398.080078,231000000
2020-02-18,29282.779297,29330.160156,29116.810547,29232.189453,29232.189453,256600000
2020-02-19,29312.699219,29409.089844,29274.380859,29348.029297,29348.029297,240640000
2020-02-20,29296.250000,29368.449219,28959.650391,29219.980469,29219.980469,287780000
2020-02-21,29146.529297,29146.529297,28892.699219,28992.410156,28992.410156,311210000
2020-02-24,28402.929688,28402.929688,27912.439453,27960.800781,27960.800781,452580000
2020-02-25,28037.650391,28149.199219,26997.619141,27081.359375,27081.359375,513270000
2020-02-26,27159.460938,27542.779297,26890.970703,26957.589844,26957.589844,472450000
2020-02-27,26526.000000,26775.310547,25752.820313,25766.640625,25766.640625,664980000
2020-02-28,25270.830078,25494.240234,24681.009766,25409.359375,25409.359375,915990000
2020-03-02,25590.509766,26706.169922,25391.960938,26703.320313,26703.320313,637200000
2020-03-03,26762.470703,27084.589844,25706.279297,25917.410156,25917.410156,647080000
2020-03-04,26383.679688,27102.339844,26286.310547,27090.859375,27090.859375,457590000
2020-03-05,26671.919922,26671.919922,25943.330078,26121.279297,26121.279297,477370000
2020-03-06,25457.210938,25994.380859,25226.619141,25864.779297,25864.779297,599780000
2020-03-09,24992.359375,24992.359375,23706.070313,23851.019531,23851.019531,750430000
2020-03-10,24453.000000,25020.990234,23690.339844,25018.160156,25018.160156,654860000
2020-03-11,24604.630859,24604.630859,23328.320313,23553.220703,23553.220703,663960000
2020-03-12,22184.710938,22837.949219,21154.460938,21200.619141,21200.619141,908260000
2020-03-13,21973.820313,23189.759766,21285.369141,23185.619141,23185.619141,843080000
2020-03-16,20917.529297,21768.279297,20116.460938,20188.519531,20188.519531,770130000
2020-03-17,20487.050781,21379.349609,19882.259766,21237.380859,21237.380859,793060000
2020-03-18,20188.689453,20489.330078,18917.460938,19898.919922,19898.919922,871360000
2020-03-19,19830.009766,20442.630859,19177.130859,20087.189453,20087.189453,780300000
2020-03-20,20253.150391,20531.259766,19094.269531,19173.980469,19173.980469,872290000
2020-03-23,19028.359375,19121.009766,18213.650391,18591.929688,18591.929688,787970000
2020-03-24,19722.189453,20737.699219,19649.250000,20704.910156,20704.910156,799340000
2020-03-25,21050.339844,22019.929688,20538.339844,21200.550781,21200.550781,796320000
2020-03-26,21468.380859,22595.060547,21427.099609,22552.169922,22552.169922,705180000
2020-03-27,21898.470703,22327.570313,21469.269531,21636.779297,21636.779297,588830000
2020-03-30,21678.220703,22378.089844,21522.080078,22327.480469,22327.480469,545540000
2020-03-31,22208.419922,22480.369141,21852.080078,21917.160156,21917.160156,571210000
2020-04-01,21227.380859,21487.240234,20784.429688,20943.509766,20943.509766,506680000
2020-04-02,20819.460938,21477.769531,20735.019531,21413.439453,21413.439453,529540000
2020-04-03,21285.929688,21447.810547,20863.089844,21052.529297,21052.529297,450010000
2020-04-06,21693.630859,22783.449219,21693.630859,22679.990234,22679.990234,610760000
2020-04-07,23537.439453,23617.240234,22634.449219,22653.859375,22653.859375,594660000
2020-04-08,22893.470703,23513.400391,22682.990234,23433.570313,23433.570313,472740000
2020-04-09,23690.660156,24008.990234,23504.089844,23719.369141,23719.369141,566400000
